# File generated by PiHelper. Please see the project web site for further details on data use terms.
# Exporter: DrugTargetExporter
# Time: 2014.07.15 at 02:17:00 EDT
PiHelper_DrugTarget_ID	HGNC_Symbol	Drug_Name	DataSources	References
233	FSHR	Follitropin beta	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:7755615;PubMed:18020563;PubMed:8319832;PubMed:11752352;PubMed:2108722;PubMed:11299519;PubMed:21804595;PubMed:8070368
234	AVPR2	Vasopressin	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:16563128;PubMed:17020465;PubMed:17287200;PubMed:11752352;PubMed:16333859;PubMed:21804595
235	AVPR1A	Vasopressin	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:16011575;PubMed:17275806;PubMed:17303660;PubMed:16511036;PubMed:16532916;PubMed:21804595
236	AVPR1B	Vasopressin	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:15993108;PubMed:17284170;PubMed:16114100;PubMed:17027167;PubMed:16720725;PubMed:21804595
237	IFNAR1	Interferon beta-1b	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:11752352;PubMed:21804595;PubMed:10049744
238	IFNAR2	Interferon beta-1b	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:11752352;PubMed:21804595;PubMed:10049744
239	IFNAR1	Interferon alfacon-1	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:17016423;PubMed:12528473;PubMed:11752352;PubMed:17139284;PubMed:21804595
240	IFNAR2	Interferon alfacon-1	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:12528473;PubMed:8836913;PubMed:11752352;PubMed:21804595
241	TGFB1	Hyaluronidase	DrugBank	PubMed:11327694;PubMed:9850732;PubMed:7648625;PubMed:9435505
242	INSR	Insulin, porcine	DrugBank	PubMed:12038982;PubMed:12970169;PubMed:11752352
243	IGF1R	Insulin, porcine	DrugBank	PubMed:17016423;PubMed:9582514;PubMed:7476290;PubMed:17139284;PubMed:9846170
244	IDE	Insulin, porcine	DrugBank	PubMed:17016423;PubMed:8504733;PubMed:13560210;PubMed:9643444;PubMed:17139284
245	HLA-DQA2	Insulin, porcine	DrugBank	PubMed:17016423;PubMed:11006709;PubMed:9458118;PubMed:17139284;PubMed:8200980
246	HLA-DQB1	Insulin, porcine	DrugBank	PubMed:17016423;PubMed:1612232;PubMed:10592235;PubMed:17139284;PubMed:1728861
247	RB1	Insulin, porcine	DrugBank	PubMed:17016423;PubMed:1701386;PubMed:17139284
248	CTSD	Insulin, porcine	DrugBank	PubMed:17016423;PubMed:11779865;PubMed:10229502;PubMed:9130467;PubMed:17139284
249	CPE	Insulin, porcine	DrugBank	PubMed:17016423;PubMed:2481446;PubMed:9452465;PubMed:17139284;PubMed:12588113
250	PCSK2	Insulin, porcine	DrugBank	PubMed:17016423;PubMed:9662053;PubMed:17221210;PubMed:8666140;PubMed:17139284
251	PCSK1	Insulin, porcine	DrugBank	PubMed:17016423;PubMed:17097861;PubMed:12136131;PubMed:17139284;PubMed:1435788
252	NOV	Insulin, porcine	DrugBank	PubMed:17016423;PubMed:8622864;PubMed:10084601;PubMed:17139284;PubMed:12149257
253	LRP2	Insulin, porcine	DrugBank	PubMed:17016423;PubMed:17018843;PubMed:9773776;PubMed:17139284;PubMed:9051350
254	IGFBP7	Insulin, porcine	DrugBank	PubMed:17016423;PubMed:17475416;PubMed:10383131;PubMed:17139284;PubMed:11089538
255	SYTL4	Insulin, porcine	DrugBank	PubMed:17016423;PubMed:16831872;PubMed:16216924;PubMed:15028737;PubMed:17139284
256	ERBB2	Trastuzumab	DrugBank;KEGG Drugs	PubMed:17660958;PubMed:11752352;PubMed:11098307;PubMed:18690878
257	EGFR	Trastuzumab	DrugBank;PubMed:21804595	PubMed:11752352;PubMed:21804595
258	C1R	Trastuzumab	DrugBank	PubMed:17016423;PubMed:17139284
259	C1QA	Trastuzumab	DrugBank	PubMed:17016423;PubMed:17139284
260	C1QB	Trastuzumab	DrugBank	PubMed:17016423;PubMed:17139284
261	C1QC	Trastuzumab	DrugBank	PubMed:17016423;PubMed:17139284
262	C1S	Trastuzumab	DrugBank	PubMed:17016423;PubMed:17139284
263	FCGR1A	Trastuzumab	DrugBank	PubMed:17016423;PubMed:9435876;PubMed:17139284
264	FCGR2A	Trastuzumab	DrugBank	PubMed:17016423;PubMed:17704420;PubMed:17139284
265	FCGR2B	Trastuzumab	DrugBank	PubMed:17016423;PubMed:17139284
266	FCGR2C	Trastuzumab	DrugBank	PubMed:17016423;PubMed:17139284
267	FCGR3B	Trastuzumab	DrugBank	PubMed:16109421;PubMed:14666732;PubMed:15471859;PubMed:15680154;PubMed:15868915
268	FCGR3A	Trastuzumab	DrugBank	PubMed:17363544
269	MS4A1	Rituximab	DrugBank;PubMed:21804595	PubMed:20350667;PubMed:11752352;PubMed:20350663;PubMed:21804595
270	FCGR3B	Rituximab	DrugBank	PubMed:16109421;PubMed:16825493;PubMed:15659493;PubMed:17475906
271	C1R	Rituximab	DrugBank	PubMed:17016423;PubMed:17139284
272	C1QA	Rituximab	DrugBank	PubMed:17016423;PubMed:12874252;PubMed:17139284
273	C1QB	Rituximab	DrugBank	PubMed:17016423;PubMed:17139284
274	C1QC	Rituximab	DrugBank	PubMed:17016423;PubMed:17139284
275	FCGR3A	Rituximab	DrugBank	PubMed:17324336;PubMed:16609067;PubMed:15448014
276	C1S	Rituximab	DrugBank	PubMed:17016423;PubMed:17139284
277	FCGR1A	Rituximab	DrugBank	PubMed:17016423;PubMed:17139284
278	FCGR2A	Rituximab	DrugBank	PubMed:17324336;PubMed:16609067
279	FCGR2B	Rituximab	DrugBank	PubMed:17016423;PubMed:17139284
280	FCGR2C	Rituximab	DrugBank	PubMed:17016423;PubMed:17139284
281	IL2RA	Basiliximab	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:12591363;PubMed:16908318;PubMed:9695721;PubMed:10512062;PubMed:11752352;PubMed:10567956;PubMed:21804595
282	IL2RB	Basiliximab	DrugBank	PubMed:10708100;PubMed:12667677;PubMed:10188761;PubMed:11752352;PubMed:12826150;PubMed:11840795
283	FCGR1A	Basiliximab	DrugBank	PubMed:17016423;PubMed:17139284
284	FCGR3A	Basiliximab	DrugBank	PubMed:17016423;PubMed:17139284
285	FCGR2A	Basiliximab	DrugBank	PubMed:17016423;PubMed:17139284
286	FCGR2B	Basiliximab	DrugBank	PubMed:17016423;PubMed:17139284
287	FCGR2C	Basiliximab	DrugBank	PubMed:17016423;PubMed:17139284
288	FCGR3B	Basiliximab	DrugBank	PubMed:17016423;PubMed:17139284
289	C1S	Basiliximab	DrugBank	PubMed:17016423;PubMed:17139284
290	C1R	Basiliximab	DrugBank	PubMed:17016423;PubMed:17139284
291	C1QA	Basiliximab	DrugBank	PubMed:17016423;PubMed:17139284
292	C1QB	Basiliximab	DrugBank	PubMed:17016423;PubMed:17139284
293	C1QC	Basiliximab	DrugBank	PubMed:17016423;PubMed:17139284
294	CD3D	Muromonab	DrugBank;KEGG Drugs	PubMed:2503348;PubMed:8861551
295	CD3E	Muromonab	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:17016423;PubMed:11752352;PubMed:17139284;PubMed:21804595
296	CD3G	Muromonab	DrugBank;KEGG Drugs	PubMed:2503348;PubMed:8861551
297	CD247	Muromonab	DrugBank	PubMed:2503348;PubMed:8861551
298	FCGR3B	Muromonab	DrugBank	PubMed:10851527;PubMed:10851498
299	C1R	Muromonab	DrugBank	PubMed:17016423;PubMed:17139284
300	C1QA	Muromonab	DrugBank	PubMed:17016423;PubMed:17139284
301	C1QB	Muromonab	DrugBank	PubMed:17016423;PubMed:17139284
302	C1QC	Muromonab	DrugBank	PubMed:17016423;PubMed:17139284
303	FCGR3A	Muromonab	DrugBank	PubMed:17016423;PubMed:17139284
304	C1S	Muromonab	DrugBank	PubMed:17016423;PubMed:17139284
305	FCGR1A	Muromonab	DrugBank	PubMed:17016423;PubMed:17139284
306	FCGR2A	Muromonab	DrugBank	PubMed:17016423;PubMed:17139284
307	FCGR2B	Muromonab	DrugBank	PubMed:17016423;PubMed:17139284
308	FCGR2C	Muromonab	DrugBank	PubMed:17016423;PubMed:17139284
309	MS4A1	Ibritumomab	DrugBank;PubMed:21804595	PubMed:12011122;PubMed:11418316;PubMed:10541376;PubMed:15045033;PubMed:20113680;PubMed:11752352;PubMed:11879282;PubMed:21804595
310	FCGR3B	Ibritumomab	DrugBank	PubMed:17016423;PubMed:17139284
311	C1R	Ibritumomab	DrugBank	PubMed:17016423;PubMed:17139284
312	C1QA	Ibritumomab	DrugBank	PubMed:17016423;PubMed:17139284
313	C1QB	Ibritumomab	DrugBank	PubMed:17016423;PubMed:17139284
314	C1QC	Ibritumomab	DrugBank	PubMed:17016423;PubMed:17139284
315	FCGR3A	Ibritumomab	DrugBank	PubMed:17016423;PubMed:17139284
316	C1S	Ibritumomab	DrugBank	PubMed:17016423;PubMed:17139284
317	FCGR1A	Ibritumomab	DrugBank	PubMed:17016423;PubMed:17139284
318	FCGR2A	Ibritumomab	DrugBank	PubMed:17016423;PubMed:17139284
319	FCGR2B	Ibritumomab	DrugBank	PubMed:17016423;PubMed:17139284
320	FCGR2C	Ibritumomab	DrugBank	PubMed:17016423;PubMed:17139284
321	MS4A1	Tositumomab	DrugBank;PubMed:21804595	PubMed:11418316;PubMed:12899647;PubMed:14748653;PubMed:13129395;PubMed:11752352;PubMed:11879282;PubMed:21804595;PubMed:15023434
322	FCGR3B	Tositumomab	DrugBank	PubMed:17016423;PubMed:17139284
323	C1R	Tositumomab	DrugBank	PubMed:17016423;PubMed:17139284
324	C1QA	Tositumomab	DrugBank	PubMed:17016423;PubMed:17139284
325	C1QB	Tositumomab	DrugBank	PubMed:17016423;PubMed:17139284
326	C1QC	Tositumomab	DrugBank	PubMed:17016423;PubMed:17139284
327	FCGR3A	Tositumomab	DrugBank	PubMed:17016423;PubMed:17139284
328	FCGR1A	Tositumomab	DrugBank	PubMed:17016423;PubMed:17139284
329	FCGR2A	Tositumomab	DrugBank	PubMed:17016423;PubMed:17139284
330	FCGR2B	Tositumomab	DrugBank	PubMed:17016423;PubMed:17139284
331	FCGR2C	Tositumomab	DrugBank	PubMed:17016423;PubMed:17139284
332	GHR	Pegvisomant	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:17322491;PubMed:19820031;PubMed:11752352;PubMed:21804595;PubMed:20595800
333	SNAP25	Botulinum Toxin Type A	DrugBank;PubMed:21804595	PubMed:16831062;PubMed:15749336;PubMed:11752352;PubMed:15222581;PubMed:14644446;PubMed:21804595;PubMed:15484814
334	RHOB	Botulinum Toxin Type A	DrugBank	PubMed:15140914
335	PLG	Streptokinase	DrugBank;PubMed:21804595	PubMed:10581996;PubMed:10569766;PubMed:10664583;PubMed:11752352;PubMed:10726310;PubMed:10631997;PubMed:21804595
336	F2R	Streptokinase	DrugBank	PubMed:10666203
337	CD52	Alemtuzumab	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:19343298;PubMed:10520035;PubMed:10573085;PubMed:10366506;PubMed:19479612;PubMed:10092828;PubMed:11752352;PubMed:21804595;PubMed:10744652
338	FCGR3B	Alemtuzumab	DrugBank	PubMed:9337053;PubMed:9020367;PubMed:8707338
339	C1R	Alemtuzumab	DrugBank	PubMed:17016423;PubMed:17139284
340	C1QA	Alemtuzumab	DrugBank	PubMed:17016423;PubMed:17139284
341	C1QB	Alemtuzumab	DrugBank	PubMed:17016423;PubMed:17139284
342	C1QC	Alemtuzumab	DrugBank	PubMed:17016423;PubMed:17139284
343	FCGR3A	Alemtuzumab	DrugBank	PubMed:15217834
344	FCGR1A	Alemtuzumab	DrugBank	PubMed:17016423;PubMed:17139284
345	FCGR2A	Alemtuzumab	DrugBank	PubMed:15217834
346	FCGR2B	Alemtuzumab	DrugBank	PubMed:17016423;PubMed:17139284
347	FCGR2C	Alemtuzumab	DrugBank	PubMed:17016423;PubMed:17139284
348	FOLH1	Capromab	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:9792131;PubMed:11016653;PubMed:15882479;PubMed:9508077;PubMed:11752352;PubMed:21804595
349	CAMLG	Cyclosporine	DrugBank	PubMed:17016423;PubMed:20674565;PubMed:20927389;PubMed:20637127;PubMed:17139284;PubMed:20602248
350	PPP3R2	Cyclosporine	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:17016423;PubMed:20674565;PubMed:21804595;PubMed:17139284
351	PPIA	Cyclosporine	DrugBank	PubMed:16849427;PubMed:17609268;PubMed:17461417;PubMed:16641261;PubMed:20637127;PubMed:20368803
352	CD2	Alefacept	DrugBank;PubMed:21804595	PubMed:14968366;PubMed:12795770;PubMed:11752352;PubMed:17403057;PubMed:11970990;PubMed:17555598;PubMed:21804595
353	C1R	Alefacept	DrugBank	PubMed:17016423;PubMed:17139284
354	C1QA	Alefacept	DrugBank	PubMed:17016423;PubMed:17139284
355	C1QB	Alefacept	DrugBank	PubMed:17016423;PubMed:17139284
356	C1QC	Alefacept	DrugBank	PubMed:17016423;PubMed:17139284
357	FCGR3A	Alefacept	DrugBank	PubMed:17016423;PubMed:12795239;PubMed:11970990;PubMed:17139284
358	FCGR1A	Alefacept	DrugBank	PubMed:17016423;PubMed:17139284
359	FCGR2A	Alefacept	DrugBank	PubMed:17016423;PubMed:17139284
360	FCGR2B	Alefacept	DrugBank	PubMed:17016423;PubMed:17139284
361	FCGR2C	Alefacept	DrugBank	PubMed:17016423;PubMed:17139284
362	FCGR3B	Alefacept	DrugBank	PubMed:11970990
363	AVPR1A	Felypressin	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:17016423;PubMed:18655903;PubMed:11752352;PubMed:17139284;PubMed:21804595
364	FSHR	Urofollitropin	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:7755615;PubMed:8319832;PubMed:11752352;PubMed:2108722;PubMed:11299519;PubMed:8070368;PubMed:21804595
365	ITGAL	Efalizumab	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:17053736;PubMed:19170413;PubMed:11752352;PubMed:21804595
366	FCGR3B	Efalizumab	DrugBank	PubMed:17016423;PubMed:17139284
367	C1R	Efalizumab	DrugBank	PubMed:17016423;PubMed:17139284
368	C1QA	Efalizumab	DrugBank	PubMed:17016423;PubMed:17139284
369	C1QB	Efalizumab	DrugBank	PubMed:17016423;PubMed:17139284
370	C1QC	Efalizumab	DrugBank	PubMed:17016423;PubMed:17139284
371	FCGR3A	Efalizumab	DrugBank	PubMed:17016423;PubMed:17139284
372	FCGR1A	Efalizumab	DrugBank	PubMed:17016423;PubMed:17139284
373	FCGR2A	Efalizumab	DrugBank	PubMed:17016423;PubMed:17139284
374	FCGR2B	Efalizumab	DrugBank	PubMed:17016423;PubMed:17139284
375	FCGR2C	Efalizumab	DrugBank	PubMed:17016423;PubMed:17139284
376	LHCGR	Choriogonadotropin alfa	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:12606382;PubMed:17059863;PubMed:21804595;PubMed:15967102
377	FSHR	Choriogonadotropin alfa	DrugBank;PubMed:21804595	PubMed:9027352;PubMed:11752352;PubMed:20374735;PubMed:17059863;PubMed:21804595
378	CD1A	Antithymocyte globulin	DrugBank;PubMed:21804595	PubMed:17016423;PubMed:11752352;PubMed:17139284;PubMed:21804595
379	MR1	Antithymocyte globulin	DrugBank	PubMed:12586600
380	ITGAL	Antithymocyte globulin	DrugBank	PubMed:12586600
381	CD86	Antithymocyte globulin	DrugBank	PubMed:12586600
382	FCGR2B	Antithymocyte globulin	DrugBank	PubMed:12586600
383	CD4	Antithymocyte globulin	DrugBank	PubMed:12586600
384	ITGB1	Antithymocyte globulin	DrugBank	PubMed:12586600
385	ITGAV	Antithymocyte globulin	DrugBank	PubMed:12586600
386	ITGB3	Antithymocyte globulin	DrugBank	PubMed:12586600
387	CSF3R	Filgrastim	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:16033816;PubMed:17127322;PubMed:15949269;PubMed:17001306;PubMed:17494858;PubMed:21804595
388	ELANE	Filgrastim	DrugBank	PubMed:17311988;PubMed:15353486;PubMed:14657210;PubMed:12393522;PubMed:17475913;PubMed:16245075
389	F10	Coagulation Factor IX	DrugBank;PubMed:21804595	PubMed:1391956;PubMed:10919405;PubMed:659613;PubMed:8083242;PubMed:10933803;PubMed:11752352;PubMed:9079657;PubMed:21804595
390	F11	Coagulation Factor IX	DrugBank	PubMed:659613;PubMed:10593931;PubMed:11342438
391	F7	Coagulation Factor IX	DrugBank	PubMed:10617609;PubMed:10192655;PubMed:659613;PubMed:10498586;PubMed:10938981;PubMed:10381508
392	F8	Coagulation Factor IX	DrugBank	PubMed:14598591;PubMed:659613;PubMed:16476097;PubMed:12826528;PubMed:11150722;PubMed:12719776
393	F2	Coagulation Factor IX	DrugBank	PubMed:10648407;PubMed:11019961;PubMed:10499904;PubMed:10499905;PubMed:10498586
394	LRP1	Coagulation Factor IX	DrugBank	PubMed:17016423;PubMed:12522212;PubMed:17139284
395	GGCX	Coagulation Factor IX	DrugBank	PubMed:9115224;PubMed:8506307;PubMed:14660587;PubMed:9141486;PubMed:9748333
396	PDGFRB	Becaplermin	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:18686746;PubMed:21804595
397	PDGFRA	Becaplermin	DrugBank;PubMed:21804595	PubMed:7665222;PubMed:14506245;PubMed:10070317;PubMed:1702511;PubMed:12632922;PubMed:21804595
398	A2M	Becaplermin	DrugBank	PubMed:7541796;PubMed:1697862
399	SSTR1	Octreotide	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:15103227;PubMed:16625842;PubMed:16625841;PubMed:16223973;PubMed:16438887;PubMed:21804595
400	SSTR5	Octreotide	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:16625842;PubMed:16625841;PubMed:16809928;PubMed:16438887;PubMed:21804595;PubMed:16086874
401	SSTR2	Octreotide	DrugBank;KEGG Drugs	PubMed:19537708;PubMed:11752352
402	IFNAR2	Interferon Alfa-2b, Recombinant	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:17016423;PubMed:7584665;PubMed:11752352;PubMed:21804595;PubMed:17139284
403	IFNAR1	Interferon Alfa-2b, Recombinant	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:17016423;PubMed:10567921;PubMed:11752352;PubMed:21804595;PubMed:17139284
404	GNRHR	Abarelix	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:21804595;PubMed:16985933
405	OXTR	Oxytocin	DrugBank;KEGG Drugs	PubMed:20104850;PubMed:15646817;PubMed:20108008;PubMed:21208749;PubMed:18655883
406	OXT	Oxytocin	DrugBank;PubMed:21804595	PubMed:17016423;PubMed:6687626;PubMed:1486803;PubMed:21804595
407	ITGA4	Natalizumab	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:9389694;PubMed:16634035;PubMed:11752352;PubMed:17461891;PubMed:21804595;PubMed:16268663
408	FCGR3B	Natalizumab	DrugBank	PubMed:17016423;PubMed:17139284
409	C1R	Natalizumab	DrugBank	PubMed:17016423;PubMed:17139284
410	C1QA	Natalizumab	DrugBank	PubMed:17016423;PubMed:17139284
411	C1QB	Natalizumab	DrugBank	PubMed:17016423;PubMed:17139284
412	C1QC	Natalizumab	DrugBank	PubMed:17016423;PubMed:17139284
413	FCGR3A	Natalizumab	DrugBank	PubMed:17016423;PubMed:17139284
414	FCGR1A	Natalizumab	DrugBank	PubMed:17016423;PubMed:17139284
415	FCGR2A	Natalizumab	DrugBank	PubMed:17016423;PubMed:17139284
416	FCGR2B	Natalizumab	DrugBank	PubMed:17016423;PubMed:17139284
417	FCGR2C	Natalizumab	DrugBank	PubMed:17016423;PubMed:17139284
418	ICAM1	Natalizumab	DrugBank	PubMed:11752352
419	FCGR3B	Palivizumab	DrugBank	PubMed:17016423;PubMed:17139284
420	C1R	Palivizumab	DrugBank	PubMed:17016423;PubMed:17139284
421	C1QA	Palivizumab	DrugBank	PubMed:17016423;PubMed:17139284
422	C1QB	Palivizumab	DrugBank	PubMed:17016423;PubMed:17139284
423	C1QC	Palivizumab	DrugBank	PubMed:17016423;PubMed:17139284
424	FCGR3A	Palivizumab	DrugBank	PubMed:17016423;PubMed:17139284
425	FCGR1A	Palivizumab	DrugBank	PubMed:17016423;PubMed:17139284
426	FCGR2A	Palivizumab	DrugBank	PubMed:17016423;PubMed:17139284
427	FCGR2B	Palivizumab	DrugBank	PubMed:17016423;PubMed:17139284
428	FCGR2C	Palivizumab	DrugBank	PubMed:17016423;PubMed:17139284
429	IL2RA	Daclizumab	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:16908318;PubMed:16304857;PubMed:19788505;PubMed:10607689;PubMed:8600944;PubMed:11752352;PubMed:17564638;PubMed:21804595
430	IL2RB	Daclizumab	DrugBank	PubMed:2647626;PubMed:12372041;PubMed:2571203;PubMed:11752352;PubMed:15814281;PubMed:15022409
431	FCGR3B	Daclizumab	DrugBank	PubMed:2335478;PubMed:8097750;PubMed:1900882;PubMed:2415663;PubMed:1835892
432	C1R	Daclizumab	DrugBank	PubMed:17016423;PubMed:17139284
433	C1QA	Daclizumab	DrugBank	PubMed:17016423;PubMed:17139284
434	C1QB	Daclizumab	DrugBank	PubMed:17016423;PubMed:17139284
435	C1QC	Daclizumab	DrugBank	PubMed:17016423;PubMed:17139284
436	FCGR3A	Daclizumab	DrugBank	PubMed:17016423;PubMed:17139284
437	FCGR1A	Daclizumab	DrugBank	PubMed:1828823
438	FCGR2A	Daclizumab	DrugBank	PubMed:17016423;PubMed:17139284
439	FCGR2B	Daclizumab	DrugBank	PubMed:17016423;PubMed:17139284
440	FCGR2C	Daclizumab	DrugBank	PubMed:17016423;PubMed:17139284
441	VEGFA	Bevacizumab	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:11752352;PubMed:21804595;PubMed:15705858
442	FCGR3B	Bevacizumab	DrugBank	PubMed:17016423;PubMed:17139284
443	C1R	Bevacizumab	DrugBank	PubMed:17016423;PubMed:17139284
444	C1QA	Bevacizumab	DrugBank	PubMed:17016423;PubMed:17139284
445	C1QB	Bevacizumab	DrugBank	PubMed:17016423;PubMed:17139284
446	C1QC	Bevacizumab	DrugBank	PubMed:17016423;PubMed:17139284
447	FCGR3A	Bevacizumab	DrugBank	PubMed:17016423;PubMed:17139284
448	FCGR1A	Bevacizumab	DrugBank	PubMed:17016423;PubMed:17139284
449	FCGR2A	Bevacizumab	DrugBank	PubMed:17016423;PubMed:17139284
450	FCGR2B	Bevacizumab	DrugBank	PubMed:17016423;PubMed:17139284
451	FCGR2C	Bevacizumab	DrugBank	PubMed:17016423;PubMed:17139284
452	CEACAM1	Arcitumomab	DrugBank;KEGG Drugs;PubMed:21804595	PubMed:9389396;PubMed:12865871;PubMed:21804595
453	AGXT2	Pyridoxal Phosphate	DrugBank	PubMed:17016423;PubMed:7592550;PubMed:6703688;PubMed:17139284
454	GAD1	Pyridoxal Phosphate	DrugBank	PubMed:17016423;PubMed:11488610;PubMed:8499653;PubMed:16075246;PubMed:10978228;PubMed:12067524;PubMed:15686475;PubMed:17139284;PubMed:12535612;PubMed:15381280
455	CBS	Pyridoxal Phosphate	DrugBank	PubMed:15365998;PubMed:15196993;PubMed:12644499;PubMed:11948191;PubMed:12173932
456	KYNU	Pyridoxal Phosphate	DrugBank	PubMed:17300176;PubMed:12204580;PubMed:11985583;PubMed:14756555
457	SHMT1	Pyridoxal Phosphate	DrugBank	PubMed:17016423;PubMed:7526359;PubMed:17805439;PubMed:17645592;PubMed:3143355;PubMed:10592235;PubMed:17139284;PubMed:9305893
458	NFS1	Pyridoxal Phosphate	DrugBank	PubMed:12196163;PubMed:17469805;PubMed:16310786;PubMed:12119030;PubMed:12860127
459	GOT1	Pyridoxal Phosphate	DrugBank	PubMed:17016423;PubMed:16925884;PubMed:11752352;PubMed:12167474;PubMed:11888303;PubMed:17139284;PubMed:11340119
460	OAT	Pyridoxal Phosphate	DrugBank	PubMed:17016423;PubMed:10592235;PubMed:17139284
461	ODC1	Pyridoxal Phosphate	DrugBank	PubMed:12460114;PubMed:11683631;PubMed:12627959;PubMed:12672797;PubMed:15476392
462	AADAT	Pyridoxal Phosphate	DrugBank	PubMed:15016471;PubMed:12126930
463	ABAT	Pyridoxal Phosphate	DrugBank	PubMed:16096275;PubMed:17531224;PubMed:15723541;PubMed:11752352;PubMed:14567543;PubMed:14534310
464	PNPO	Pyridoxal Phosphate	DrugBank	PubMed:15772097;PubMed:17216302;PubMed:16207494;PubMed:16538088;PubMed:17032564
465	SGPL1	Pyridoxal Phosphate	DrugBank	PubMed:15522238;PubMed:11377878
466	TAT	Pyridoxal Phosphate	DrugBank	PubMed:16902803;PubMed:16466641;PubMed:12798391;PubMed:16570355;PubMed:12441383
467	CCBL1	Pyridoxal Phosphate	DrugBank	PubMed:12850267;PubMed:16463021;PubMed:12798391;PubMed:16846239;PubMed:12167474
468	THNSL1	Pyridoxal Phosphate	DrugBank	PubMed:17016423;PubMed:17139284
469	PYGL	Pyridoxal Phosphate	DrugBank	PubMed:17016423;PubMed:17705025;PubMed:17139284
470	SPTLC2	Pyridoxal Phosphate	DrugBank	PubMed:11279212;PubMed:11781309;PubMed:11726713;PubMed:12782147;PubMed:11171191
471	CSAD	Pyridoxal Phosphate	DrugBank	PubMed:17016423;PubMed:15070923;PubMed:17139284
472	HDC	Pyridoxal Phosphate	DrugBank	PubMed:12679420;PubMed:16547811;PubMed:15070923;PubMed:11980912;PubMed:16790022
473	AZIN2	Pyridoxal Phosphate	DrugBank	PubMed:16997906;PubMed:11168717;PubMed:11980912;PubMed:17305368;PubMed:15583399
474	SDS	Pyridoxal Phosphate	DrugBank	PubMed:16580895;PubMed:15689518;PubMed:15155761;PubMed:14596599;PubMed:14646100
475	GCAT	Pyridoxal Phosphate	DrugBank	PubMed:11318637
476	GLDC	Pyridoxal Phosphate	DrugBank	PubMed:16228305;PubMed:15791207
477	GPT	Pyridoxal Phosphate	DrugBank	PubMed:14688239;PubMed:15347780;PubMed:12537583;PubMed:11330835;PubMed:16179747
478	PSAT1	Pyridoxal Phosphate	DrugBank	PubMed:10024454;PubMed:17016423;PubMed:16532449;PubMed:10592235;PubMed:8695645;PubMed:17139284
479	ALAS1	Pyridoxal Phosphate	DrugBank	PubMed:17016423;PubMed:10577279;PubMed:17469798;PubMed:15840827;PubMed:15251194;PubMed:12686158;PubMed:12191993;PubMed:12699240;PubMed:7275938;PubMed:17139284
480	AGXT	Pyridoxal Phosphate	DrugBank	PubMed:17016423;PubMed:16847354;PubMed:12383475;PubMed:16971151;PubMed:11781309;PubMed:12544342;PubMed:12686111;PubMed:17139284
481	PDXP	Pyridoxal Phosphate	DrugBank	PubMed:17531224;PubMed:16336786;PubMed:11000053;PubMed:14522954;PubMed:16336194
482	SPTLC1	Pyridoxal Phosphate	DrugBank	PubMed:11279212;PubMed:11781309;PubMed:12782147
483	CTH	Pyridoxal Phosphate	DrugBank	PubMed:15823094;PubMed:17377202;PubMed:16857832;PubMed:11578145;PubMed:15184188
484	BCAT1	Pyridoxal Phosphate	DrugBank	PubMed:17016423;PubMed:17139284
485	BCAT2	Pyridoxal Phosphate	DrugBank	PubMed:17016423;PubMed:17139284
486	PROSC	Pyridoxal Phosphate	DrugBank	PubMed:17016423;PubMed:17139284
